uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,tickNumber,additionalParasites,frozenSamplePrepMethod,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,remarks,publicationDate,release
0f5b5b53-d110-4a8a-be7d-dc03953b9573,5fb40f75-3fd4-41fb-91ef-353e9d332a71,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,H4,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-14T00:00:00Z,2017-06-14T00:00:00Z,NEON.MAM.D02.R2527,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,N,released,NA,subadult,NA,nonenlarged,not,neither,18,NA,60,NA,12,N,N,N,NA,NA,NA,SCBI.20170614.R2527.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,this animal has fleas,20240112T151904Z,RELEASE-2024
b9d63d3d-80c7-4974-a991-cce3cd55b39c,5fb40f75-3fd4-41fb-91ef-353e9d332a71,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,J3,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-14T00:00:00Z,2017-06-14T00:00:00Z,NEON.MAM.D02.R2532,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,N,released,NA,adult,scrotal,NA,NA,NA,20,NA,74,NA,19,Y,Y,N,NA,NA,NA,SCBI.20170614.R2532.B,NA,mandibular - QNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
93a9aef3-cb4f-458c-8c73-e686a385fbfd,5fb40f75-3fd4-41fb-91ef-353e9d332a71,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,G2,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-14T00:00:00Z,2017-06-14T00:00:00Z,NEON.MAM.D02.R2526,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,N,released,NA,subadult,NA,nonenlarged,not,neither,20,NA,58,NA,13,Y,N,N,NA,NA,NA,SCBI.20170614.R2526.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
7e0089e1-7838-42a0-b65e-bacb69ad9f2c,5fb40f75-3fd4-41fb-91ef-353e9d332a71,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,I8,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-14T00:00:00Z,2017-06-14T00:00:00Z,NEON.MAM.D02.R2543,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,N,released,NA,subadult,nonscrotal,NA,NA,NA,19,NA,78,NA,16,Y,Y,N,NA,NA,NA,SCBI.20170614.R2543.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
7456afb9-a669-42f0-80aa-1b3001e187ce,0afa8e5b-5382-49cc-92b5-19ecb230cb82,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I2,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2017-06-14T00:00:00Z,2017-06-14T00:00:00Z,NEON.MAM.D02.L2427,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,U,released,R,adult,NA,enlarged,pregnant,plugged,21,NA,78,NA,22,N,N,N,NA,NA,NA,SCBI.20170614.L2427.B,NA,mandibular - QNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samples not collected due to recent JIRA,20240112T151904Z,RELEASE-2024
851c68fc-50d6-4c0f-b71d-4025e32cdc2d,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,G10,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.L2541,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,U,released,R,subadult,NA,nonenlarged,not,neither,20,NA,69,NA,19,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
eb65b7ab-15d6-464a-9179-4467602d7f8b,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,H9,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2190,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,adult,nonscrotal,NA,NA,NA,20,NA,78,NA,21,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,this animal has fleas,20240112T151904Z,RELEASE-2024
ec561dac-0f7f-4c3f-96a7-4c9acc4588c1,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,G2,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2534,NA,MIPE,Microtus pennsylvanicus,species,NA,NEON.DOC.001908,N,F,N,released,NA,subadult,NA,nonenlarged,not,neither,18,NA,40,NA,28,N,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
c737b33f-2edd-4ab9-9ff7-f97fe277f399,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,E1,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.O039E1170615,NA,BLBR,Blarina brevicauda,species,NA,NEON.DOC.001908,N,U,N,processed,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
0ddb7ebc-669d-4d8b-9ab1-36217a19d1db,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,F10,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2372,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,Y,released,NA,adult,NA,nonenlarged,not,neither,20,NA,70,NA,20,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
f4b52ff2-6183-4e7f-8392-65b4a0a2bc18,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,C8,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.O039C8170615,NA,BLBR,Blarina brevicauda,species,NA,NEON.DOC.001908,N,U,N,processed,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
c25d3c5f-de74-436d-a65d-1fcb2d98c760,dd6f588a-ea2a-48ce-bb2c-837dcca4b3b7,SCBI_039.mammalGrid.mam,D02,SCBI,SCBI_039,A1,distributed,pastureHay,38.894934,-78.166558,WGS84,45.1,324.4,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2542,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,N,released,NA,subadult,nonscrotal,NA,NA,NA,20,NA,73,NA,17,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
761a24e4-b34d-4ca1-95da-66661b89efe5,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,I9,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2429,NA,MUMU,Mus musculus,species,NA,NEON.DOC.001908,I,F,U,released,R,adult,NA,enlarged,not,plugged,16,NA,NA,NA,14,N,N,N,NA,NA,NA,SCBI.20170615.R2429.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Left ear torn off; right ear had only a small rip that could have been from an old ear tag,20240112T151904Z,RELEASE-2024
e1b36601-6198-43bf-a81e-d2d66070f3a9,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,J9,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2430,NA,MUMU,Mus musculus,species,NA,NEON.DOC.001908,I,M,N,released,NA,adult,scrotal,NA,NA,NA,20,NA,NA,NA,18,N,N,N,NA,NA,NA,SCBI.20170615.R2430.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
3e11d73c-ae96-40af-8a31-ed7477c7046e,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,J10,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.035J10170615,NA,BLBR,Blarina brevicauda,species,NA,NEON.DOC.001908,N,U,Y,processed,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
6e6fa6ee-aa2f-40e6-8fce-6b5d6e6fbb33,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,E1,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.810444,NA,MUMU,Mus musculus,species,NA,NEON.DOC.001908,I,F,U,released,L,adult,NA,enlarged,not,plugged,17,NA,NA,NA,21,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pit tag took three tries and took too long so she was not bled,20240112T151904Z,RELEASE-2024
e8fef940-49bd-4539-a84a-4c55d9ea7ab8,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,D6,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.O035D6170615,NA,BLBR,Blarina brevicauda,species,NA,NEON.DOC.001908,N,F,Y,processed,NA,adult,NA,enlarged,NA,NA,NA,NA,NA,NA,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
292026e0-815f-47f5-8030-9f4ab020162e,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,B6,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2428,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,N,released,NA,subadult,NA,nonenlarged,not,neither,20,NA,71,NA,15,Y,N,N,NA,NA,NA,SCBI.20170615.R2428.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
e0dad358-7e39-4678-abde-971e1faba7c6,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A4,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.O035A4170615,NA,BLBR,Blarina brevicauda,species,NA,NEON.DOC.001908,N,U,U,released,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too big of gloves and mis-scruffed so status and recapture are unknown,20240112T151904Z,RELEASE-2024
c404845b-88df-45f4-a8d9-10a294276ce9,ef822f02-2e0f-44a8-ae3b-c9ac09330ead,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A3,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.O035A3170615,NA,BLBR,Blarina brevicauda,species,NA,NEON.DOC.001908,N,U,N,processed,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
48b415bc-989c-459e-a79a-97dd2502dcde,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,H4,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2526,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,Y,released,NA,subadult,NA,nonenlarged,not,neither,19,NA,62,NA,11,Y,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
844f8fa0-44bc-41ec-9cc7-0b0986a8c146,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,J10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.L2434,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,U,released,R,adult,NA,enlarged,not,swollen,20,NA,85,NA,25,N,N,N,NA,NA,NA,SCBI.20170615.L2434.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large and thick tail; lactating,20240112T151904Z,RELEASE-2024
e9abd795-895d-416f-9260-d2464a20459a,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,H2,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2433,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,N,released,NA,subadult,nonscrotal,NA,NA,NA,20,NA,72,NA,17,N,Y,N,NA,NA,NA,NA,NA,unsuccessful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
8f8efad7-f682-402a-93cc-43e52d38f284,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,J3,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2532,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,subadult,unknown,NA,NA,NA,20,NA,73,NA,16,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partial scrotal,20240112T151904Z,RELEASE-2024
b73f733a-344c-4037-bd02-4a2f39da60f1,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,I10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2543,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,subadult,nonscrotal,NA,NA,NA,20,NA,72,NA,14,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
4d9b9d02-6389-492f-9928-7bfd3d867cbe,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,I9,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2176,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,adult,scrotal,NA,NA,NA,21,NA,79,NA,22,N,Y,N,NA,NA,NA,SCBI.20170615.R2176.B,NA,mandibular - QNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
5e5a6866-14d9-468d-983c-e3a0ca330b22,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,D4,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2548,NA,MIPI,Microtus pinetorum,species,NA,NEON.DOC.001908,N,F,Y,released,NA,unknown,NA,enlarged,not,neither,16,NA,20,NA,22,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleas; strange sphere in abdomen,20240112T151904Z,RELEASE-2024
51605350-24d0-4d55-8838-74d308e278e2,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,F8,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2547,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,Y,released,NA,subadult,NA,nonenlarged,not,neither,20,NA,70,NA,14,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Subadult coloration coming in,20240112T151904Z,RELEASE-2024
504a2a8f-fe5b-4d0a-9e0a-a25aeff85f0e,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,B10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.816569,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,adult,scrotal,NA,NA,NA,20,NA,72,NA,21,N,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mouth swollen,20240112T151904Z,RELEASE-2024
6df16717-e8f1-4e75-8a76-96a5904f4b75,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,F9,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.L2546,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,adult,nonscrotal,NA,NA,NA,21,NA,79,NA,20,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
ed3f49cb-7727-45a5-8399-ffe5db57a3c3,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,C10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2525,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,Y,released,NA,adult,NA,nonenlarged,not,neither,20,NA,70,NA,20,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
efe97ff3-2d59-4e5b-a5aa-50727c6e4c30,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,D10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2535,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,N,released,NA,adult,scrotal,NA,NA,NA,20,NA,71,NA,25,Y,N,N,NA,NA,NA,SCBI.20170615.R2535.B,NA,mandibular - QNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
4c151904-28bb-4956-8d43-b54b51b0d992,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,G1,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2171,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,Y,released,NA,adult,NA,enlarged,not,plugged,20,NA,70,NA,18,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
fed0a4e1-1c8e-441e-9de7-6ced43f34cd3,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,C9,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2130,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,Y,released,NA,subadult,NA,nonenlarged,not,neither,20,NA,61,NA,14,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
b358f035-fcbf-47b6-88aa-25105003ebbe,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,A10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2431,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,N,released,NA,subadult,nonscrotal,NA,NA,NA,21,NA,70,NA,19,N,N,N,NA,NA,NA,SCBI.20170615.R2431.B,NA,mandibular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
a76d81d8-8e8e-42d7-805a-e92d4d0d326f,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,A6,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2432,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,F,N,released,NA,subadult,NA,nonenlarged,not,neither,20,NA,60,NA,11,N,N,N,NA,NA,NA,NA,NA,unsuccessful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
0b36b70e-8000-4653-b288-b6fe1ef9ad3c,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,A7,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.R2549,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,adult,scrotal,NA,NA,NA,20,NA,82,NA,17,Y,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not bled due to irregular breathing,20240112T151904Z,RELEASE-2024
8177dd7b-1e39-407d-ae49-7093d5bfae1a,c84b9bdc-2ad1-4dc5-b5d5-b2a3adde21dd,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,A1,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2017-06-15T00:00:00Z,2017-06-15T00:00:00Z,NEON.MAM.D02.L2193,NA,PELE,Peromyscus leucopus,species,cf. species,NEON.DOC.001908,N,M,Y,released,NA,subadult,nonscrotal,NA,NA,NA,21,NA,70,NA,16,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151904Z,RELEASE-2024
